0	1	ah	12.4464798
0	1	ao	9.84420204
0	1	ax	11.6942263
0	1	ay	7.0726738
0	1	eh	13.8581886
0	1	ey	13.620039
0	1	f	5.93070984
0	1	ih	11.9934359
0	1	iy	14.5386877
0	1	k	10.4602566
0	1	n	8.68833828
0	1	ow	4.62846088
0	1	r	6.27736807
0	1	s	9.55904007
0	1	SIL	0.0262550004
0	1	t	9.24143696
0	1	th	9.0211916
0	1	uw	9.44350433
0	1	v	4.59387589
0	1	w	17.1081753
0	1	z	11.7663956
1	2	ah	12.9364567
1	2	ao	9.95904541
1	2	ax	11.5633907
1	2	ay	8.58023453
1	2	eh	13.6737051
1	2	ey	13.6056452
1	2	f	5.98019218
1	2	ih	12.6523256
1	2	iy	14.0815239
1	2	k	9.97350788
1	2	n	8.69800377
1	2	ow	4.35424089
1	2	r	6.36756706
1	2	s	9.96092987
1	2	SIL	0.0214579999
1	2	t	7.98129702
1	2	th	8.89709759
1	2	uw	8.72313499
1	2	v	5.81874609
1	2	w	18.1666203
1	2	z	12.0903168
2	3	ah	12.1390209
2	3	ao	9.65602589
2	3	ax	10.6481009
2	3	ay	8.12312508
2	3	eh	14.7440062
2	3	ey	13.2314663
2	3	f	5.27921486
2	3	ih	12.7256203
2	3	iy	12.0684662
2	3	k	8.78550529
2	3	n	6.88934898
2	3	ow	4.16237593
2	3	r	6.52448511
2	3	s	9.38358021
2	3	SIL	0.0301309992
2	3	t	6.40949202
2	3	th	7.34293509
2	3	uw	8.69059563
2	3	v	5.67641878
2	3	w	17.6368656
2	3	z	12.2826586
3	4	ah	11.8267412
3	4	ao	10.0748663
3	4	ax	10.6955938
3	4	ay	6.38806391
3	4	eh	14.5125523
3	4	ey	12.973629
3	4	f	4.80354404
3	4	ih	12.7977219
3	4	iy	12.2811623
3	4	k	7.68734217
3	4	n	6.08654308
3	4	ow	4.77310181
3	4	r	7.49426985
3	4	s	8.39178753
3	4	SIL	0.0536010005
3	4	t	4.97063398
3	4	th	6.34092712
3	4	uw	10.2589846
3	4	v	3.83885503
3	4	w	17.3839531
3	4	z	13.1777182
4	5	ah	16.4532299
4	5	ao	14.0997963
4	5	ax	14.0571823
4	5	ay	7.40004587
4	5	eh	17.454607
4	5	ey	16.3298149
4	5	f	5.76178503
4	5	ih	14.8558111
4	5	iy	13.5973225
4	5	k	9.81096554
4	5	n	6.87993813
4	5	ow	8.1493187
4	5	r	10.9184494
4	5	s	9.05091
4	5	SIL	0.0229729991
4	5	t	7.15395403
4	5	th	7.57621813
4	5	uw	10.3848791
4	5	v	4.1278162
4	5	w	20.7716789
4	5	z	15.1907845
5	6	ah	18.142519
5	6	ao	15.7579451
5	6	ax	14.9387951
5	6	ay	9.39673615
5	6	eh	18.3832798
5	6	ey	18.1434364
5	6	f	6.13969278
5	6	ih	15.3126345
5	6	iy	13.9955873
5	6	k	10.9518356
5	6	n	7.75455713
5	6	ow	9.85265255
5	6	r	11.8067827
5	6	s	9.41467857
5	6	SIL	0.0161039997
5	6	t	7.94815302
5	6	th	8.42892838
5	6	uw	10.7442436
5	6	v	4.37777185
5	6	w	22.4675751
5	6	z	16.0009346
6	7	ah	19.367672
6	7	ao	16.195528
6	7	ax	16.5176373
6	7	ay	11.8161707
6	7	eh	20.0347729
6	7	ey	17.3388901
6	7	f	7.70716906
6	7	ih	15.0832548
6	7	iy	13.804862
6	7	k	10.9180737
6	7	n	8.82402325
6	7	ow	11.6387682
6	7	r	12.2987814
6	7	s	10.0063992
6	7	SIL	0.00307399989
6	7	t	7.13625002
6	7	th	9.00639343
6	7	uw	11.5250483
6	7	v	6.53000879
6	7	w	24.0868492
6	7	z	16.6519852
7	8	ah	19.5020313
7	8	ao	15.8691826
7	8	ax	17.7986126
7	8	ay	10.9607258
7	8	eh	19.9189854
7	8	ey	16.8655491
7	8	f	7.39082289
7	8	ih	14.8679705
7	8	iy	13.1557941
7	8	k	10.9894581
7	8	n	9.52763939
7	8	ow	12.0002117
7	8	r	12.2822428
7	8	s	9.59992504
7	8	SIL	0.00272700004
7	8	t	7.32424212
7	8	th	9.46577358
7	8	uw	12.3662119
7	8	v	6.74442291
7	8	w	23.7095394
7	8	z	16.4022789
8	9	ah	18.9106197
8	9	ao	15.0812035
8	9	ax	17.9118404
8	9	ay	10.301549
8	9	eh	19.5403442
8	9	ey	16.1887932
8	9	f	6.46348
8	9	ih	14.4234123
8	9	iy	12.8009129
8	9	k	10.8748999
8	9	n	9.42157364
8	9	ow	11.5909119
8	9	r	11.9076786
8	9	s	9.10113144
8	9	SIL	0.00415700022
8	9	t	7.37375402
8	9	th	8.34706783
8	9	uw	12.1363783
8	9	v	6.53362894
8	9	w	22.5236359
8	9	z	15.2641249
9	10	ah	19.7649555
9	10	ao	15.3858175
9	10	ax	18.8692932
9	10	ay	11.5506639
9	10	eh	19.7359753
