0	1	ah	18.2217503
0	1	ao	17.0711098
0	1	ax	17.2666664
0	1	ay	11.2249184
0	1	eh	20.2500134
0	1	ey	19.0860081
0	1	f	9.55793858
0	1	ih	15.6144476
0	1	iy	14.4153862
0	1	k	11.5019369
0	1	n	9.02606487
0	1	ow	13.8533258
0	1	r	13.4705181
0	1	s	10.8984079
0	1	SIL	0.00120299996
0	1	t	8.67158318
0	1	th	7.98386002
0	1	uw	14.5841112
0	1	v	7.69797182
0	1	w	21.2980537
0	1	z	15.9749622
1	2	ah	18.4304886
1	2	ao	18.4325867
1	2	ax	17.2224922
1	2	ay	11.1651497
1	2	eh	21.1497421
1	2	ey	19.1459579
1	2	f	9.79026699
1	2	ih	16.6783218
1	2	iy	14.9550152
1	2	k	12.6467295
1	2	n	9.0419426
1	2	ow	14.1961575
1	2	r	14.8020954
1	2	s	11.601263
1	2	SIL	0.000881000014
1	2	t	9.24112225
1	2	th	8.39752007
1	2	uw	15.6152868
1	2	v	7.94163084
1	2	w	22.047472
1	2	z	16.0980167
2	3	ah	18.7252865
2	3	ao	18.761467
2	3	ax	16.8139267
2	3	ay	11.4918566
2	3	eh	21.4625549
2	3	ey	19.9242439
2	3	f	10.1234846
2	3	ih	17.1805878
2	3	iy	15.6004591
2	3	k	12.9083862
2	3	n	9.15191746
2	3	ow	14.0250988
2	3	r	15.0656443
2	3	s	11.9929428
2	3	SIL	0.000775000022
2	3	t	9.45281029
2	3	th	8.7852087
2	3	uw	15.4045048
2	3	v	7.88575697
2	3	w	22.8293858
2	3	z	16.442997
3	4	ah	18.8648949
3	4	ao	18.3254375
3	4	ax	16.7017727
3	4	ay	10.7265759
3	4	eh	20.9452038
3	4	ey	19.7655296
3	4	f	9.84505177
3	4	ih	16.8988514
3	4	iy	15.5295181
3	4	k	12.5716629
3	4	n	8.82307529
3	4	ow	13.4852476
3	4	r	14.2502241
3	4	s	11.5046444
3	4	SIL	0.00115499995
3	4	t	9.35765839
3	4	th	9.16122723
3	4	uw	15.1111202
3	4	v	7.23025417
3	4	w	22.8116207
3	4	z	15.9826059
4	5	ah	18.7883091
4	5	ao	17.3973083
4	5	ax	16.0957813
4	5	ay	10.4953003
4	5	eh	19.659874
4	5	ey	18.9086132
4	5	f	10.2039042
4	5	ih	15.0235977
4	5	iy	14.8139811
4	5	k	11.5125084
4	5	n	8.11221409
4	5	ow	12.7794628
4	5	r	12.5008154
4	5	s	10.807929
4	5	SIL	0.00170300005
4	5	t	8.9639616
4	5	th	7.82053614
4	5	uw	14.3648233
4	5	v	7.1695919
4	5	w	21.8188705
4	5	z	15.1257019
5	6	ah	18.8969631
5	6	ao	16.5971069
5	6	ax	15.9682178
5	6	ay	10.4913998
5	6	eh	18.9178543
5	6	ey	17.9945164
5	6	f	10.5362988
5	6	ih	13.8566227
5	6	iy	13.8096361
5	6	k	10.8861465
5	6	n	7.82262182
5	6	ow	12.648366
5	6	r	11.2899857
5	6	s	10.4475107
5	6	SIL	0.00250499998
5	6	t	8.53474331
5	6	th	6.79773808
5	6	uw	13.5667324
5	6	v	7.31273508
5	6	w	21.316637
5	6	z	14.6930561
6	7	ah	19.4319553
6	7	ao	17.3324413
6	7	ax	17.4842262
6	7	ay	10.4895029
6	7	eh	19.0508137
6	7	ey	17.4461727
6	7	f	11.2260933
6	7	ih	14.2007179
6	7	iy	13.789362
6	7	k	11.5413618
6	7	n	8.46689129
6	7	ow	13.4937992
6	7	r	11.9643736
6	7	s	10.556406
6	7	SIL	0.00102800003
6	7	t	9.5697279
6	7	th	7.88277912
6	7	uw	14.1286917
6	7	v	8.17149925
6	7	w	21.7171402
6	7	z	15.414422
7	8	ah	18.009634
7	8	ao	18.1670609
7	8	ax	17.8383656
7	8	ay	9.96248531
7	8	eh	18.4654503
7	8	ey	18.4592247
7	8	f	10.394578
7	8	ih	14.8668098
7	8	iy	14.082757
7	8	k	11.203866
7	8	n	8.49782944
7	8	ow	14.277133
7	8	r	13.9863997
7	8	s	10.2048187
7	8	SIL	0.001039
7	8	t	9.15188694
7	8	th	8.09378147
7	8	uw	15.1701241
7	8	v	8.13783073
7	8	w	20.2126675
7	8	z	15.7407713
8	9	ah	17.6965523
8	9	ao	18.3997631
8	9	ax	17.7346954
8	9	ay	10.0130596
8	9	eh	18.8105049
8	9	ey	19.2023716
8	9	f	9.19741535
8	9	ih	15.693985
8	9	iy	14.2957935
8	9	k	11.0257645
8	9	n	8.39443874
8	9	ow	13.3915281
8	9	r	15.5077953
8	9	s	9.70750618
8	9	SIL	0.00156400003
8	9	t	7.77218485
8	9	th	8.14052868
8	9	uw	14.6866798
8	9	v	7.82993507
8	9	w	20.0581017
8	9	z	15.4235678
9	10	ah	19.3031693
9	10	ao	18.8385963
9	10	ax	17.928936
9	10	ay	12.0744867
9	10	eh	19.7131844
9	10	ey	19.6985168
9	10	f	9.88974667
9	10	ih	16.2227554
9	10	iy	15.1676483
9	10	k	11.770956
9	10	n	9.0667448
