0	1	ah	18.9535313
0	1	ao	16.4948883
0	1	ax	17.2603531
0	1	ay	11.458333
0	1	eh	20.0514145
0	1	ey	17.0018997
0	1	f	10.2180529
0	1	ih	15.2785749
0	1	iy	15.0771837
0	1	k	12.5513096
0	1	n	8.56246281
0	1	ow	13.5621338
0	1	r	14.3121214
0	1	s	9.45022011
0	1	SIL	0.000795
0	1	t	8.51429653
0	1	th	10.0962048
0	1	uw	14.018445
0	1	v	8.38366318
0	1	w	22.0424061
0	1	z	14.193902
1	2	ah	18.8607864
1	2	ao	16.6655216
1	2	ax	17.5626049
1	2	ay	11.3901854
1	2	eh	19.5473824
1	2	ey	16.7020569
1	2	f	10.2066069
1	2	ih	15.0381193
1	2	iy	14.5915051
1	2	k	12.2626848
1	2	n	8.85831547
1	2	ow	13.3313036
1	2	r	14.0737104
1	2	s	9.88061047
1	2	SIL	0.000771999999
1	2	t	8.44610691
1	2	th	9.39220619
1	2	uw	13.3923578
1	2	v	8.41368866
1	2	w	21.6732521
1	2	z	14.2498732
2	3	ah	18.7023258
2	3	ao	16.6061535
2	3	ax	17.4832783
2	3	ay	11.8076191
2	3	eh	19.6282749
2	3	ey	16.7611828
2	3	f	10.2324543
2	3	ih	14.537323
2	3	iy	14.4381514
2	3	k	11.7011423
2	3	n	9.17880154
2	3	ow	13.4769154
2	3	r	14.0788012
2	3	s	10.2947588
2	3	SIL	0.000835000013
2	3	t	8.12098694
2	3	th	8.75104618
2	3	uw	13.2685881
2	3	v	8.59700871
2	3	w	21.2589111
2	3	z	14.306798
3	4	ah	19.2349339
3	4	ao	16.3804874
3	4	ax	16.9333134
3	4	ay	12.4967422
3	4	eh	19.8787937
3	4	ey	17.1210251
3	4	f	10.1251326
3	4	ih	14.0525227
3	4	iy	14.3654051
3	4	k	11.4615145
3	4	n	9.04970646
3	4	ow	13.6918297
3	4	r	14.0029116
3	4	s	10.5319777
3	4	SIL	0.00122900004
3	4	t	7.8617301
3	4	th	7.75060606
3	4	uw	13.4025183
3	4	v	8.47445488
3	4	w	21.6609592
3	4	z	14.2627668
4	5	ah	19.6946812
4	5	ao	17.1964436
4	5	ax	16.6792698
4	5	ay	12.5364962
4	5	eh	20.4551296
4	5	ey	17.7822552
4	5	f	10.7127886
4	5	ih	14.7468529
4	5	iy	14.9473877
4	5	k	11.892931
